	supersense_category	text
9377	verb.communication	label
9378	noun.communication	provenance
9379	noun.communication	attribution
9381	verb.cognition	compare
9382	noun.communication	hypothesis
9383	noun.location	presence
9386	noun.possession	hoard
9388	verb.change	weaken
9390	noun.act	purchase
9393	noun.act	determination
9396	noun.state	fortune
9399	verb.change	slip
9402	noun.artifact	church
9403	verb.possession	import
9404	noun.location	east
9406	noun.artifact	fishery
9409	verb.social	replace
9410	noun.person	freemasonry
9411	verb.social	takeup
9413	noun.location	MasonicHall
9414	noun.location	NewChurchGreen
9416	verb.emotion	shun
9417	noun.state	decay
9418	noun.motive	incentive
9419	noun.feeling	anticipation
9421	noun.artifact	valise
9424	noun.location	MarketSquare
9426	noun.location	arrival
9428	noun.act	drift
9429	noun.artifact	lounger
9430	noun.location	IdealLunch
9431	noun.location	square
9432	noun.person	#name?
9433	verb.communication	exaggerate
9437	noun.state	decrepitude
9439	noun.shape	turn
9440	verb.motion	drawup
9442	noun.group	Newb’port”—soon
9444	noun.attribute	visage
9445	noun.attribute	cast
9448	verb.communication	alight
9449	noun.artifact	drugstore
9450	noun.group	JoeSargent
9451	noun.person	ticket-agent
9452	verb.communication	spread
9453	noun.feeling	aversion
9454	noun.group	kinsfolk
9455	noun.artifact	golfcap
9456	noun.shape	crease
9457	verb.body	wink
9458	verb.stative	seem
9459	verb.motion	straggle
9460	noun.attribute	patch
9461	noun.state	cutaneousdisease
9462	noun.communication	tinge
9464	verb.communication	shamble
9465	noun.state	gait
9466	noun.attribute	greasiness
9467	verb.consumption	give
9468	verb.consumption	lounge
9469	noun.feeling	oddity
9471	noun.attribute	alienage
9473	noun.feeling	qualm
9474	noun.possession	dollarbill
9475	verb.communication	murmur
9476	noun.quantity	cent
9479	noun.event	jerk
9482	noun.substance	exhaust
9485	verb.perception	lookat
9486	noun.location	HighStreet
9488	noun.artifact	mansion
9489	noun.group	republic
9491	noun.location	lowGreen
9492	noun.object	ParkerRiver
9493	noun.object	stretch
9494	noun.plant	sedge
9495	noun.plant	shrubbery
9497	noun.location	PlumIsland
9498	verb.motion	veer
9501	noun.artifact	telephonepole
9503	noun.object	tidalcreek
9504	verb.stative	wound
9505	verb.communication	promote
9507	verb.communication	quote
9511	noun.state	connexion
9512	noun.attribute	force
9514	noun.location	woodland
9518	noun.artifact	roadway
9519	verb.contact	merge
9520	noun.location	arcanum
9521	verb.change	takeon
9522	noun.attribute	implication
9523	noun.substance	strand
9524	verb.possession	behold
9527	verb.stative	join
9529	verb.change	culminate
9531	verb.motion	veeroff
9532	noun.location	CapeAnn
9533	verb.stative	top
9536	noun.artifact	panorama
9540	noun.state	dearth
9541	noun.artifact	pot
9542	noun.group	wisp
9545	verb.change	crumbledown
9546	noun.object	gapehole
9551	verb.change	cavein
9552	noun.artifact	cupola
9554	noun.artifact	walk
9555	verb.stative	stretch
9556	noun.artifact	railway
9557	noun.artifact	telegraph
9558	noun.artifact	carriageroad
9561	noun.location	decay
9565	noun.artifact	belfry
9567	noun.location	harbour
9568	noun.artifact	breakwater
9570	noun.person	fisherman
9571	noun.artifact	foundation
9572	noun.artifact	lighthouse
9573	noun.object	tongue
9574	noun.artifact	cabin
9575	verb.contact	moor
9576	noun.artifact	dory
9577	noun.animal	lobster
9579	verb.motion	pourout
9583	noun.state	rottenness
9585	verb.communication	carry
9588	noun.communication	beckon
9590	noun.communication	overtone
9591	noun.object	shell
9593	noun.object	clam
9594	noun.animal	simian
9595	noun.animal	weed
9596	noun.location	doorstep
9597	noun.cognition	peculiarity
9599	verb.cognition	define
9600	noun.attribute	physique
9605	noun.attribute	tendency
9606	noun.location	panorama
9607	verb.stative	contract
9609	noun.substance	cobblestone
9611	noun.attribute	gap
9615	noun.artifact	crossstreet
9617	noun.state	squalor
9622	noun.artifact	pavement
9624	noun.possession	habitation
9626	verb.emotion	lose
9627	noun.feeling	menace
9628	noun.feeling	repulsion
9630	noun.location	radialpoint
9633	noun.artifact	pediment
9636	verb.stative	strain
9639	verb.social	distract
9640	verb.perception	lookout
9644	noun.quantity	eleven
9651	noun.person	pastor
9652	noun.artifact	vestment
9653	verb.creation	introduce
9654	noun.group	order
9655	noun.person	Dagon
9656	noun.group	church
9658	noun.cognition	touch
9661	verb.creation	act
9664	verb.contact	shamble
9668	noun.artifact	regimental
9669	noun.possession	trove
9671	noun.substance	repellent
9672	noun.group	knot
9673	verb.stative	harbour
9674	noun.event	waterfall
9675	noun.object	gorge
9677	verb.stative	openout
9678	verb.motion	clank
9679	noun.artifact	factorybuilding
9680	noun.object	bluff
9683	verb.contact	drawup
9685	verb.communication	proclaim
9689	noun.artifact	hotellobby
9690	noun.location	Innsmouthlook”—and
9692	noun.shape	semicircle
9694	noun.relation	southeast
9695	noun.relation	southwest
9696	noun.artifact	lamp
9697	noun.artifact	incandescent
9699	noun.artifact	grocery
9702	noun.artifact	square
9704	noun.artifact	automobile
9705	noun.artifact	motortruck
9709	noun.location	georgiansteeple
9714	noun.artifact	chaingrocery
9717	noun.attribute	brightness
9718	noun.attribute	affability
9723	verb.social	board
9726	verb.social	transfer
9727	verb.possession	giveup
9728	noun.artifact	publiclibrary
9729	noun.artifact	chamberofcommerce
9731	noun.location	Federal
9732	noun.artifact	residencestreet
9733	noun.location	broad
9734	noun.location	Lafayette
9735	noun.location	Adams
9736	noun.location	slum
9738	noun.location	MainStreet
9739	noun.group	georgian
9751	noun.location	DagonHall
9754	verb.emotion	disavow
9755	noun.group	denomination
9756	noun.communication	ceremonial
9758	noun.communication	creed
9760	noun.location	earth
9762	noun.person	Dr.Wallace
9763	noun.location	AsburyM.E.Church
9769	verb.stative	pass
9771	noun.attribute	quantity
9772	noun.food	bootleg
9773	verb.consumption	consume
9774	noun.time	daylighthour
9775	noun.feeling	stupor
9776	noun.attribute	fellowship
9777	verb.emotion	despise
9778	noun.state	sphere
9780	noun.act	festival
9781	noun.event	revival
9782	noun.time	April30th
9784	noun.event	swimmingrace
9787	noun.event	exception
9788	noun.state	aberrancy
9790	noun.state	affliction
9793	noun.time	maturity
9795	verb.communication	baffling
9801	noun.location	hovelnorth
9802	verb.stative	connect
9803	noun.object	warren
9804	noun.artifact	abnormality
9807	noun.person	governmentagent
9810	noun.artifact	poorhouse
9811	verb.stative	lounge
9813	noun.person	ZadokAllen
9814	noun.person	drunkard
9818	verb.possession	furnish
9819	noun.cognition	reminiscence
9827	noun.cognition	delusion
9831	noun.person	Zadok
9834	noun.event	wonder
9835	noun.cognition	illusion
9836	verb.motion	stayout
9841	noun.quantity	door
9846	noun.person	dandy
9847	noun.artifact	frock
9848	noun.artifact	finery
9850	noun.body	deformity
9851	verb.social	conduct
9852	noun.group	office
9854	noun.attribute	brunt
9855	noun.person	sister
9856	verb.stative	fail
9858	noun.person	daughter
9859	noun.attribute	excess
9864	noun.artifact	hoard
9865	noun.person	pirate
9867	noun.person	clergyman
9869	noun.artifact	ornament
9870	verb.perception	catchglimpse
9872	verb.communication	rumour
9875	noun.group	family
9876	noun.group	town
9877	noun.person	waite
9878	noun.person	gilman
9879	noun.person	Eliots
9880	noun.location	WashingtonStreet
9881	verb.cognition	repute
9883	noun.person	kinsfolk
9887	verb.communication	warn
9888	noun.artifact	streetsign
9890	noun.artifact	sketchmap
9891	noun.location	feature
9892	noun.possession	help
9893	verb.consumption	pocket
9894	verb.emotion	dislike
9895	noun.state	dinginess
9896	noun.food	cheesecracker
9897	noun.food	wafer
9900	verb.communication	encounter
9901	noun.artifact	o’clockcoach
9903	noun.person	sociologist
9909	noun.location	way
9914	noun.group	confluence
9915	verb.change	displace
9916	noun.location	TownSquare
9917	verb.change	re
9921	verb.body	shudder
9922	noun.artifact	huddle
9923	noun.artifact	gambrelroof
9924	verb.change	decapitate
9927	verb.change	boardup
9928	noun.location	sidestreet
9929	noun.location	hovel
9932	noun.attribute	courage
9934	verb.change	swell
9935	noun.group	progression
9936	verb.cognition	multiply
9937	noun.animal	fishy
9939	noun.cognition	infinity
9940	noun.artifact	compartment
9942	noun.communication	cobwebs
9943	noun.communication	aversion
9945	noun.location	FishStreet
9946	noun.location	main
9948	noun.artifact	warehouse
9949	noun.location	WaterStreet
9950	noun.relation	seaward
9953	noun.object	breakwater
9956	noun.event	tide
9959	noun.location	totterWaterStreet
9962	noun.artifact	packinghouse
9967	noun.act	shamble
9970	verb.perception	place
9972	noun.phenomenon	bloodstrain
9974	verb.cognition	hold
9975	verb.social	harbour
9979	noun.artifact	facade
9980	noun.event	creaking
9981	noun.event	scurrying
9982	noun.communication	noise
9985	noun.location	quarter
9989	noun.location	churchStreets
9991	noun.location	waterfrontslum
9994	verb.social	repass
10000	noun.group	DagonHall
10004	noun.location	Martin
10005	noun.location	FederalStreet
10006	noun.location	Green
10007	verb.change	decay
10011	noun.location	AdamsStreets
10012	verb.stative	depart
10013	noun.location	Mansion
10018	noun.location	lawn
10019	noun.artifact	parterre
10020	noun.location	LafayetteStreet
10023	noun.act	absense
10029	noun.artifact	atticwindow
10030	noun.attribute	furtiveness
10034	noun.act	ambush
10038	noun.location	zone
10039	noun.act	industry
10041	noun.artifact	railwaystation
10042	noun.artifact	railwaybridge
10044	verb.communication	post
10045	noun.act	risk
10048	noun.location	PaineStreet
10051	noun.time	starting-time
10053	noun.attribute	rag
10054	noun.person	fireman
10056	noun.person	nonagenarian
10060	noun.attribute	pull
10067	noun.motive	current
10069	noun.time	pace
10073	noun.artifact	factory
10075	verb.stative	resist
10077	noun.communication	allegory
10081	noun.cognition	curiosity
10082	verb.change	flareup
10083	noun.attribute	egotism
10085	verb.contact	sift
10086	noun.communication	nucleus
10087	noun.act	outpoure
10088	verb.creation	extract
10089	noun.food	whiskey
10090	verb.communication	accost
10092	verb.communication	object
10095	verb.motion	loaf
10097	noun.attribute	casualness
10098	verb.motion	fallin
10100	noun.act	ramble
10101	verb.stative	sitaround
10102	noun.artifact	quartbottle
10105	noun.location	EliotStreet
10107	noun.person	truckman
10108	noun.person	buyer
10110	noun.location	reënteretheSquare
10114	noun.communication	accordance
10115	verb.contact	brandish
10116	verb.motion	shuffle
10117	noun.location	WaiteStreet
10127	noun.person	mister
10128	noun.act	pull
10130	noun.person	feeler
10132	noun.location	ruin
10134	noun.plant	grow
10135	verb.contact	crumble
10136	noun.artifact	brickwall
10137	noun.artifact	masonrywharf
10141	verb.stative	promise
10142	verb.contact	shelter
10143	noun.communication	colloquy
10144	verb.contact	pickout
10146	verb.contact	sitin
10154	verb.change	doleout
10155	noun.person	tippler
10156	verb.communication	overshoot
10158	noun.attribute	garrulousness
10160	noun.attribute	taciturnity
10163	verb.communication	sidetrack
10166	noun.communication	topic
10167	noun.cognition	acquaintance
10169	noun.feeling	tendency
10170	verb.cognition	philosophise
10173	noun.quantity	quart
10176	noun.event	opening
10177	verb.contact	leanforward
10178	verb.perception	light
10181	verb.emotion	displease
10183	verb.contact	takehold
10184	noun.artifact	coatlapel
10185	verb.communication	hissout
10186	noun.person	thar
10187	noun.act	wickedness
10190	noun.person	saoundin’-linekin
10191	noun.person	Ol’Cap’n
10192	verb.possession	faound
10193	noun.location	SaouthSea
10194	noun.act	trade
10196	noun.person	menfolk
10197	verb.consumption	kilt
10198	noun.person	elizy
10200	noun.person	ranger
10201	noun.person	venter
10202	noun.person	ObedMarsh
10203	noun.person	brigantineColumby
10206	noun.person	kep
10208	noun.person	EsdrasMartin
10209	noun.group	barkentineMalayPride
10210	noun.person	Cap’nObed
10211	noun.person	limb
10212	noun.person	Satan
10213	verb.communication	callin
10214	noun.state	burden
10217	noun.person	injie
10219	noun.food	fishin
10222	noun.person	MattEliot
10224	verb.social	doin’
10225	noun.person	abaout
10226	noun.person	Otaheitéwhar
10227	noun.communication	lot
10229	noun.location	ponape
10230	noun.location	caroline
10231	noun.artifact	carvin
10232	noun.location	EasterIsland
10234	noun.food	carvin’s
10235	noun.animal	picter
10236	noun.object	monster
10237	noun.person	Wal
10238	noun.person	Matt
10239	verb.cognition	araound
10240	noun.food	ketch
10241	noun.artifact	bracelet
10242	noun.artifact	armlet
10243	noun.artifact	rig
10244	noun.artifact	picter
10245	noun.cognition	monster
10251	verb.consumption	draw
10252	noun.attribute	position
10253	verb.cognition	haow
10254	noun.artifact	island
10256	verb.communication	wonderin
10258	noun.person	Obed
10259	verb.consumption	wa’n’t
10260	noun.person	oldfolk
10262	noun.person	Kanakys
10264	verb.possession	git
10266	noun.person	heathen
10267	verb.stative	begin
10268	verb.cognition	worm
10269	noun.communication	aout
10270	noun.person	oldchief
10271	noun.person	Walakea
10273	verb.communication	ud
10274	noun.person	yellerdevil
10275	noun.person	Cap’n
10277	noun.person	feller
10278	verb.social	lookat
10280	verb.communication	shudder
10281	noun.attribute	portentousness
10282	noun.communication	intonation
10283	noun.feeling	phantasy
10285	verb.cognition	larnt
10287	noun.food	heap
10288	noun.person	maiden
10289	noun.feeling	favour
10290	verb.consumption	meet
10291	noun.object	islet
10292	noun.person	picter
10294	noun.animal	fishmonster
10295	verb.communication	mebbe
10296	noun.animal	critter
10297	noun.time	sech
10298	verb.communication	seem
10301	verb.social	make
10302	verb.motion	getover
10303	verb.creation	pieceup
10306	verb.change	lose
10308	verb.communication	havin’
10309	noun.artifact	sarten
10310	noun.person	youngfolk
10311	noun.location	Hallowe’en
10312	noun.quantity	plenty
10315	noun.artifact	canoe
10317	verb.possession	bringin
10318	noun.substance	jools
10319	verb.motion	goonto
10321	verb.emotion	hanker
10322	verb.contact	mixin
10324	noun.event	ceremony
10326	noun.person	Eve
10327	noun.group	Hallowe’en
10328	noun.food	aout
10332	noun.group	brood
10333	noun.person	hevsarten
10334	verb.communication	sign
10336	noun.animal	toad
10339	verb.cognition	balk
10340	verb.creation	larnt
10342	noun.Tops	human
10345	noun.body	water
10346	noun.Tops	beast
10348	verb.weather	mixed
10349	noun.animal	blood
10350	verb.social	taketo
10355	noun.food	fish
10359	verb.change	quittin
10364	noun.person	great
10365	noun.person	grandfather
10367	noun.act	canoe
10368	noun.event	war
10371	noun.state	bite
10372	noun.feeling	ailment
10374	verb.cognition	giveup
10375	noun.communication	hisself
10378	verb.contact	intermarry
10380	noun.communication	rite
10381	noun.communication	incantation
10383	noun.attribute	aout
10384	noun.communication	thingumajig
10386	noun.attribute	lead
10387	noun.communication	idee
10388	noun.artifact	prayer
10389	noun.communication	sech
10390	verb.communication	allaowe
10393	noun.attribute	gain
10394	verb.communication	faound
10396	noun.artifact	specialty
10400	noun.person	Waite
10402	noun.communication	piece
10404	verb.social	askin
10405	noun.person	crew
10406	verb.consumption	git
10407	verb.possession	dispose
10412	noun.location	aout
10413	noun.communication	v’yage
10415	noun.person	s’pose
10416	noun.artifact	magicsign
10419	verb.cognition	chance
10421	verb.contact	throwup
10422	noun.state	deluge
10423	noun.person	piouscuss
10424	verb.stative	standin
10426	verb.contact	knock
10428	noun.artifact	charm
10429	noun.communication	naowadays
10434	verb.social	ben
10439	verb.possession	profit
10441	verb.communication	araound
10442	noun.person	taown
10443	noun.animal	sheep
10444	noun.state	badshape
10451	verb.motion	standby
10452	verb.communication	cud
10453	noun.artifact	holt
10454	noun.substance	sarten
10455	noun.artifact	paower
10458	verb.cognition	sarve
10459	noun.person	queen
10462	verb.contact	clost
10463	verb.cognition	sway
10465	verb.communication	ast
10466	noun.act	faith
10467	verb.possession	bring
10469	verb.body	falter
10474	noun.communication	yarn
10478	noun.cognition	strangeness
10480	verb.change	elaborate
10481	noun.communication	scrap
10484	verb.creation	bringin
10486	noun.artifact	jewel
10489	noun.person	bygone
10491	noun.person	toper
10496	noun.artifact	nose
10497	verb.possession	slip
10498	verb.body	nod
10500	noun.body	whisker
10501	verb.communication	form
10505	verb.social	lineup
10506	noun.communication	talk
10507	noun.person	preacher
10508	noun.person	parson
10510	verb.competition	quit
10511	noun.person	ResolvedBabcock
10513	noun.person	wratho'Jehovy
10515	verb.possession	heerd
